,country_code,timezone,tenure,first_activity_dt,last_activity_dt,num_sessions,game_level_tries,in_game_powers,powers_successfully_applied,near_win_attempts,player_id,session_duration
1571,DE,GMT+01:00,42,2023-03-10,2023-03-10,50.0,,,33.0,,praynmzkhrsbcsuyzwxvdsapc,71
1572,US,GMT+08:00,65,2023-02-15,2023-02-15,2.0,15.0,,78.0,,kupmwvggdjhqyzhkxlbuhcwox,72
1573,US,GMT-05:00,20,2023-04-01,2023-04-01,,,456.0,,,jhkhadfjlrepqfystrvxfxdlb,79
1574,US,GMT-05:00,23,2023-03-29,2023-03-30,,2479.0,,,34.0,pjqhnltujjnycmihqisugxjwi,68
1575,US,GMT-05:00,24,2023-03-28,2023-03-29,10.0,,42.0,116.0,,uvjkaahhorrqoquxgdhtpsvcf,72
1576,GB,GMT+06:00,39,2023-03-13,2023-03-13,,,53.0,194.0,,sqfcoaegdyesnyfuqidnrpjlp,79
1577,US,GMT-05:00,1409,2019-06-12,2023-02-17,,82.0,,,,xgyglszfxswaaaqntgypvrhuv,73
1578,US,GMT-06:00,31,2023-03-21,2023-03-21,,223.0,52.0,,,lztqukakxnzexajydvtsbaycf,74
1579,FR,GMT+00:00,61,2023-02-19,2023-04-21,,,,,481.0,usdytnbyfnjhbvyxddemwbjdb,69
1580,US,GMT-07:00,1182,2020-01-25,2023-04-17,41.0,337.0,4.0,,,zazgnumihmpmwpqsojsincoxl,79
1581,FR,GMT+01:00,27,2023-03-25,2023-03-25,30.0,,,,329.0,byqmaawmfrwjfcvmkqbvmjutl,81
1582,IT,Europe/Rome,1128,2020-03-19,2023-04-21,,230.0,109.0,,,sqfcoaegdyesnyfuqidnrpjlp,70
1583,IT,GMT+01:00,51,2023-03-01,2023-03-01,35.0,,927.0,,,vxytedccbvsfkkmjviarlnvpy,78
1584,US,GMT-06:00,285,2022-07-10,2023-02-23,26.0,,8.0,83.0,130.0,evdlsdfaslvmnysgolyypjugz,81
1585,US,GMT-07:00,121,2022-12-21,2023-04-01,,210.0,159.0,,329.0,oyeluefqyekjoupiyavwuavik,64
1586,US,GMT-08:00,564,2021-10-04,2023-03-08,,,,36.0,19.0,mmtfjbjbkvjvikolgjtyjtypk,81
1587,US,GMT-05:00,2233,2017-03-10,2023-02-07,48.0,603.0,,,37.0,mndtipuhqtpzvrytlmbrsztpl,78
1588,US,GMT-04:00,2185,2017-04-27,2023-04-14,31.0,650.0,,,,cmvxkhovyshrujwminimzdmvc,77
1589,GB,GMT+08:00,65,2023-02-15,2023-02-15,,,,,,nhngbhgqihbbhxvkoprsyxduo,104
1590,GB,GMT+08:00,72,2023-02-08,2023-02-08,15.0,183.0,53.0,24.0,210.0,rzovxbaeenzwkjevvinglbzwd,68
1591,GB,GMT+00:00,53,2023-02-27,2023-02-27,303.0,,,36.0,,zwmvslxmcedgscfejkwzxtlxk,93
1592,US,GMT-04:00,2224,2017-03-19,2023-03-23,,,91.0,176.0,256.0,gpjhochsjthognyekuedixesi,80
1593,US,America/New_York,736,2021-04-15,2023-04-21,103.0,242.0,,241.0,127.0,pcpfgmiojonesfykhuhaddolp,76
1594,US,America/Mexico_City,1373,2019-07-18,2023-01-25,,216.0,352.0,,94.0,rmmviuefmwddzqynvnyywpxfi,72
1595,ES,GMT+01:00,1279,2019-10-20,2023-03-08,,17.0,14.0,1.0,28.0,yppfuurqnkwavtdjtlwdujalq,92
1596,DE,GMT+01:00,476,2021-12-31,2023-02-28,14.0,,,61.0,97.0,gyvyndbtvrkxgifnoevhdrsxm,71
1597,IT,Europe/Rome,1474,2019-04-08,2023-04-08,,167.0,,33.0,11.0,awqmnpcpxifaoxtcwhyrrtqmd,76
1598,ES,GMT+01:00,1296,2019-10-03,2023-03-23,17.0,755.0,532.0,48.0,,ipcanauietptzfzyzapjegymc,81
1599,US,GMT-05:00,10,2023-04-11,2023-04-11,,,,,122.0,dwusyzzztryvqlhtxjycvuado,80
1600,GB,GMT+01:00,1077,2020-05-09,2023-04-12,,421.0,,,,mdnclmidkdtkeqyiihempjaxi,71
1601,US,GMT-06:00,77,2023-02-03,2023-04-09,43.0,273.0,57.0,30.0,69.0,xblvwjzfxzbqgkzsgohujuboe,77
1602,GB,GMT+05:30,108,2023-01-03,2023-03-06,2.0,26.0,1.0,1.0,1.0,qtewgbdiieysmxrwsparawuvy,82
1603,US,GMT+06:00,287,2022-07-08,2023-04-07,19.0,228.0,,,33.0,gsqrqyewdexccnivglbcltyoz,67
1604,US,GMT+01:00,75,2023-02-05,2023-02-08,123.0,542.0,,,,xmqwwwkpeiillamlmnolzxymx,71
1605,US,GMT-06:00,73,2023-02-07,2023-02-23,1.0,594.0,2.0,47.0,472.0,fkddvvfakqqljvfrmjlpluzdu,85
1606,US,GMT-07:00,277,2022-07-18,2023-02-10,,,,,,jsmyjzwxxnufjdeuxfenzwfty,76
1607,US,America/New_York,441,2022-02-04,2023-03-15,,147.0,,,,abuugbctywhfhpybgaxbskvkr,92
1608,US,GMT+06:30,15,2023-04-06,2023-04-06,,,,54.0,,osjmfepqrgmdwhedmlzbdtivx,74
1609,GB,GMT+01:00,712,2021-05-09,2023-03-30,179.0,,,5.0,73.0,hsgskhrfzyxzjhrlfvkkkgoub,86
1610,IT,Europe/Rome,326,2022-05-30,2023-03-03,,515.0,38.0,106.0,91.0,erebqbaotvkhwjuhmlvewlppw,81
1611,IT,GMT+02:00,1547,2019-01-25,2023-03-09,39.0,,106.0,,,fylrwiaggjpdwbkwgygasjvbn,82
1612,GB,GMT+00:00,1422,2019-05-30,2023-03-06,,160.0,,,,sdstlvobfwuolqrqnjjadjchp,63
1613,US,GMT-04:00,23,2023-03-29,2023-04-13,13.0,31.0,19.0,8.0,0.0,aqveccpzcszpjnnecfpdcwyci,89
1614,US,America/New_York,2288,2017-01-14,2023-04-21,,,,48.0,30.0,puxbpqxqvoevplvbnazawgwyi,94
1615,US,GMT-05:00,68,2023-02-12,2023-02-12,35.0,,155.0,25.0,,pjqhnltujjnycmihqisugxjwi,76
1616,US,GMT-05:00,69,2023-02-11,2023-02-11,47.0,,,412.0,,nsbuwmgjzspzngycozwmyaeeg,80
1617,US,GMT-05:00,30,2023-03-22,2023-03-22,,,,162.0,71.0,uyjjnuztfkxwqneoyywctmpwb,63
1618,IT,GMT+02:00,44,2023-03-08,2023-03-08,123.0,321.0,,,,fhxqaozagovdlabhxdmycilvt,89
1619,FR,GMT+01:00,173,2022-10-30,2023-03-18,100.0,612.0,109.0,213.0,110.0,haxfmvtfftlwzmcykskrholmz,74
1620,ES,GMT+02:00,47,2023-03-05,2023-04-21,50.0,458.0,190.0,84.0,74.0,uugdiecvzqplhhxpnrlhmgyhi,66
1621,US,GMT-06:00,55,2023-02-25,2023-02-25,67.0,84.0,,258.0,,khoyiensrcweikywnhikmdqcx,71
1622,FR,GMT+02:00,2,2023-04-19,2023-04-21,34.0,,,66.0,,pghmkyctltktwujffgssazhvj,63
1623,FR,GMT+02:00,10,2023-04-11,2023-04-13,88.0,421.0,,,,irekjtwljmsqniefockkruhiu,72
1624,FR,GMT+02:00,10,2023-04-11,2023-04-13,224.0,,208.0,,,diucddacudlsclkdrwntnphzv,73
1625,FR,GMT+02:00,18,2023-04-03,2023-04-03,11.0,,336.0,,131.0,fsrdwisncuzkevhoriblhvuvi,78
1626,FR,GMT+02:00,18,2023-04-03,2023-04-03,224.0,,43.0,44.0,,qmrrhdyhuuacbeoizabzstlxb,76
1627,FR,GMT+02:00,22,2023-03-30,2023-03-30,38.0,417.0,,,,cqzwzccmyctxcvasefamjeqpk,85
1628,FR,GMT+02:00,22,2023-03-30,2023-03-30,71.0,,,18.0,7.0,wluveuartmjgxihqiusdzhqmb,73
1629,FR,GMT+01:00,28,2023-03-24,2023-03-24,119.0,590.0,19.0,49.0,,fdbscjnvlibjzfbuwrjzflcho,81
1630,FR,GMT+01:00,32,2023-03-20,2023-03-20,,43.0,57.0,,,zjopwsbfbzjtaaocpjdvcnxdl,82
1631,FR,GMT+01:00,32,2023-03-20,2023-03-20,9.0,,,,204.0,qcayrgepjgqilxhtcbzwcnskm,66
1632,FR,GMT+01:00,32,2023-03-20,2023-03-20,,30.0,,,200.0,wcwfgxjmtdtjwpslxzncyzjgt,79
1633,FR,GMT+01:00,33,2023-03-19,2023-03-19,2.0,,140.0,,27.0,wxokulegpewbayjffzsutdjas,81
1634,FR,GMT+01:00,40,2023-03-12,2023-03-13,98.0,190.0,78.0,,315.0,ndlcayunkbdfstnzcndybmgwr,77
1635,FR,GMT+01:00,57,2023-02-23,2023-02-24,98.0,,524.0,183.0,126.0,dzioxkaklvklxllyncvmzoynp,76
1636,FR,GMT+01:00,65,2023-02-15,2023-02-15,,24.0,597.0,,,kgvswmlguxrdaydfvmskfssms,72
1637,FR,GMT+01:00,87,2023-01-24,2023-01-25,,51.0,349.0,112.0,,vhkrokzhtzezxtnioqaaqdzfv,79
1638,FR,GMT+01:00,87,2023-01-24,2023-01-25,119.0,1.0,52.0,130.0,,tpnggiysylgldtnjntsmtnmlw,69
1639,FR,GMT+01:00,88,2023-01-23,2023-01-23,,273.0,4.0,170.0,,pwbpwxvzifkhrbapphludlaam,67
1640,DE,GMT+01:00,1271,2019-10-28,2023-01-29,56.0,,,,35.0,tffijmuctxlghyptxcqfjlrtr,69
1641,ES,GMT-03:00,215,2022-09-18,2023-04-14,,,198.0,38.0,,cjxofumcjqhwtqnugftdhdufw,96
1642,US,GMT-05:00,1063,2020-05-23,2023-03-12,,,28.0,10.0,,lmxougbohsgahtxoowmuvbcja,74
1643,US,GMT-08:00,921,2020-10-12,2023-02-24,,167.0,262.0,,2.0,unmyrljvumvnewgguphkbrpbh,80
1644,GB,GMT+00:00,264,2022-07-31,2023-03-21,,,120.0,145.0,97.0,ocvxctqlkjbnwkqabglxhjotj,60
1645,US,GMT+06:30,66,2023-02-14,2023-02-14,,95.0,,,204.0,htkimpuwyimkabqsubhaeqirb,85
1646,US,GMT-06:00,119,2022-12-23,2023-02-18,,,98.0,64.0,327.0,fpydaojchttuojjqahyiphrbc,87
1647,IT,Europe/Rome,1329,2019-08-31,2023-01-26,224.0,196.0,140.0,,,mslpkzxndczzqombuqlpzrelf,78
1648,US,GMT+05:30,48,2023-03-04,2023-03-04,98.0,29.0,,,,ifukfruidwqxopozgkptzwoor,74
1649,US,America/Panama,2017,2017-10-12,2023-04-21,11.0,,35.0,177.0,,idfkjqloiutdgpqpnzzfdrswf,77
1650,US,America/Chicago,870,2020-12-02,2023-04-21,,100.0,,,286.0,iyvzfyjuuhcuzgqziydlapiuo,87
1651,GB,GMT+03:00,71,2023-02-09,2023-02-09,,,203.0,71.0,,korxmomvymeiiqvullxwteack,64
1652,GB,GMT+03:00,71,2023-02-09,2023-02-09,,,22.0,50.0,,ywtxjdegmstwxzgiiybaahduf,81
1653,GB,GMT+03:00,86,2023-01-25,2023-01-25,,299.0,8.0,72.0,22.0,qgnjkyqwizohyjggolwbkkbqg,87
1654,GB,GMT+03:00,86,2023-01-25,2023-01-25,44.0,2.0,,,,hngddihhrrfxbbnwncduzhbnb,75
1655,FR,GMT+02:00,875,2020-11-27,2023-04-21,,154.0,8.0,213.0,,mujujjppmaorpoecjyzlbseeo,79
1656,US,America/Chicago,281,2022-07-14,2023-03-25,,716.0,,,34.0,awuzqudkffysliifpvrogrxzk,67
1657,DE,GMT+02:00,15,2023-04-06,2023-04-21,15.0,172.0,153.0,83.0,10.0,lveipbnoqgwyvislrupgdeqgp,83
1658,FR,GMT+02:00,327,2022-05-29,2023-04-02,33.0,,,,,uvwfhbveioixcoghjblauwisx,73
1659,DE,GMT+02:00,753,2021-03-29,2023-02-21,,,43.0,,82.0,tddsyafdxotynljhtecotghwo,87
1660,US,GMT-04:00,1168,2020-02-08,2023-04-18,199.0,83.0,241.0,19.0,,ehszorcvxaqvccwuckfbjotjk,75
1661,FR,GMT+02:00,524,2021-11-13,2023-04-21,51.0,,125.0,18.0,,niubjecoqekgdgsombtwnbhao,70
1662,US,GMT-05:00,2287,2017-01-15,2023-02-18,39.0,,,,37.0,xtxsikhuldmfzoewxtsaqudyf,75
1663,ES,Europe/Madrid,2283,2017-01-19,2023-02-24,,1043.0,1.0,,7.0,utovfdstapnfkyweaqurfqecd,68
1664,FR,GMT+02:00,1015,2020-07-10,2023-04-21,,,0.0,1.0,,xvoyffcqdkekjjamtbsyrujrv,68
1665,US,America/Los_Angeles,76,2023-02-04,2023-02-04,,,,95.0,,limwjgnugafdmdbtlvfwrgyix,76
1666,US,GMT-05:00,362,2022-04-24,2023-04-07,,515.0,1070.0,20.0,75.0,mlqpnndjjagajpchjyznwdfcx,77
1667,US,GMT-07:00,153,2022-11-19,2023-04-17,9.0,91.0,253.0,,,rcqgltcrcvgixnpcyivnkxnni,78
1668,US,GMT-06:00,65,2023-02-15,2023-02-15,50.0,30.0,340.0,148.0,91.0,hvwqtgzrgswawuqfrsnhgfgrn,78
1669,IT,Europe/Rome,12,2023-04-09,2023-04-09,116.0,435.0,135.0,97.0,,klwzpgtrndijrnjvzxkowvpuh,81
1670,DE,Europe/Berlin,1744,2018-07-12,2023-04-21,224.0,,336.0,,69.0,nxlttwjejtjypbciayoqtdvzb,81
1671,DE,GMT+01:00,834,2021-01-07,2023-03-16,64.0,,,,29.0,elfmcpiysjceisifbxtyxmgay,75
1672,US,GMT-07:00,44,2023-03-08,2023-04-21,24.0,120.0,60.0,19.0,23.0,jqxsncvsfhmdxnuivxcbsnsgr,69
1673,US,GMT-05:00,71,2023-02-09,2023-02-26,3.0,10.0,4.0,3.0,0.0,gucvgbqtdmobxvybtqeilhxhj,76
1674,US,GMT-03:00,69,2023-02-11,2023-02-19,119.0,529.0,,45.0,131.0,fgosexhittmvzognbjoqzyncy,79
1675,US,GMT-06:00,1938,2017-12-30,2023-04-21,51.0,,532.0,,65.0,fznnawmrplkgzgqssvqbaxcyz,53
1676,US,GMT-05:00,10,2023-04-11,2023-04-11,26.0,,,15.0,206.0,ryxunaizuvnexipleyvdoebvz,74
1677,FR,GMT+01:00,196,2022-10-07,2023-02-11,58.0,,352.0,148.0,,cmzdgfbfkhjanequrtpqvjoem,54
1678,US,GMT+13:00,86,2023-01-25,2023-01-25,8.0,108.0,6.0,72.0,8.0,wfftbchlgoyaplvaopkbdvbnf,65
1679,US,GMT-05:00,1577,2018-12-26,2023-04-10,31.0,,,,,ywjmuevmybzlrawjtriiuocos,86
1680,GB,GMT+05:30,40,2023-03-12,2023-03-12,,313.0,,112.0,,yqtmsyxziuzsnummlganvpbdz,77
1681,GB,GMT+00:00,462,2022-01-14,2023-03-09,,338.0,,,,tgthxnavxlcufejzejizcwvbk,69
1682,US,GMT-05:00,2274,2017-01-28,2023-04-10,,138.0,,76.0,,fferpacekatxzepbpvnriylps,80
1683,US,Asia/Karachi,90,2023-01-21,2023-04-10,8.0,22.0,7.0,5.0,3.0,awuzqudkffysliifpvrogrxzk,72
1684,US,America/New_York,1956,2017-12-12,2023-02-16,88.0,255.0,12.0,,,qbprumjfkhpxckwpjzlbyopuj,71
1685,DE,Europe/Berlin,1025,2020-06-30,2023-02-08,70.0,74.0,,,31.0,obkoznzyrnggwvhvhgzkpteyh,88
1686,IT,GMT+01:00,38,2023-03-14,2023-03-14,98.0,129.0,137.0,33.0,,gicyutgftgdgvtfyszasfduls,72
1687,US,America/Argentina/San_Juan,514,2021-11-23,2023-04-21,35.0,112.0,51.0,95.0,,uzbbzirhexxiurtoitecuicot,97
1688,IT,GMT+01:00,83,2023-01-28,2023-01-28,,,,,,nygbxhmmalvkufikfwilshykv,86
1689,US,GMT-06:00,82,2023-01-29,2023-01-29,123.0,,250.0,,9.0,ebmqwhogxbdvuiipgiwadhviw,80
1690,US,GMT-06:00,82,2023-01-29,2023-01-29,52.0,71.0,2.0,82.0,123.0,warevoushaqrhpfattzyuomsg,82
1691,US,America/Mazatlan,492,2021-12-15,2023-01-27,,,,,43.0,pcwjmyyxlxjeudjolgsqftixa,79
1692,US,GMT-03:00,72,2023-02-08,2023-04-18,25.0,260.0,144.0,55.0,54.0,jrnavjmrhpnhdioawpxiewnzg,76
1693,US,GMT-04:00,56,2023-02-24,2023-02-24,,,,18.0,,wktsqpwlmlmftxoeanwflyshx,84
1694,US,GMT-04:00,2289,2017-01-13,2023-04-13,156.0,,,258.0,210.0,zynhhllrnpxuespmgfyryqrno,88
1695,US,GMT-04:00,423,2022-02-22,2023-04-16,148.0,549.0,120.0,193.0,40.0,cjgzmshkcqvfiqzqtllwvfpck,87
1696,IT,Europe/Rome,2275,2017-01-27,2023-04-02,,297.0,182.0,,,nnhpkufnvzntfkflwuhzochuo,62
1697,US,GMT-03:00,1766,2018-06-20,2023-04-21,98.0,,22.0,,204.0,cbcttfxyeefnpkxupigdgzrwt,55
1698,US,GMT-05:00,89,2023-01-22,2023-01-22,,80.0,178.0,,40.0,sputthxrqvflowsntqbiqnqxb,80
1699,FR,GMT+01:00,1219,2019-12-19,2023-02-27,,,927.0,,329.0,bekdvtnimeipusqjfdtheoxrh,75
1700,US,GMT+06:30,68,2023-02-12,2023-02-12,,,102.0,46.0,,jmxzwkrxqmtzfjirvsrsnfkrx,81
1701,US,GMT-04:00,1836,2018-04-11,2023-04-09,6.0,,,,,mhivulojnxehafvycnmhjxgyd,75
1702,US,America/New_York,1370,2019-07-21,2023-04-01,19.0,,391.0,17.0,51.0,xtxsikhuldmfzoewxtsaqudyf,74
1703,DE,GMT+02:00,1,2023-04-20,2023-04-20,23.0,354.0,,,,nkzwacelonbnitekzjhecjgeo,74
1704,DE,GMT+02:00,18,2023-04-03,2023-04-04,2.0,87.0,,43.0,,qlqcbtywjmyjzxykahmxuxvnz,68
1705,DE,GMT+01:00,35,2023-03-17,2023-03-19,73.0,,,40.0,,pqcmawehweyjpyinoectoylje,82
1706,DE,GMT+01:00,56,2023-02-24,2023-02-24,58.0,250.0,,8.0,10.0,fmpnitewmqpvsqjkajecqclqy,77
1707,DE,GMT+01:00,59,2023-02-21,2023-02-21,73.0,162.0,60.0,,,wexwvwdyjdftsuuqivnbbrvkq,94
1708,DE,GMT+01:00,84,2023-01-27,2023-01-29,22.0,116.0,,,39.0,gcstjjzgbhbzyopgmrcrittno,80
1709,DE,GMT+01:00,87,2023-01-24,2023-01-24,,66.0,51.0,,,xncmtlfdqishhismxqjzvjikw,80
1710,US,GMT-05:00,14,2023-04-07,2023-04-07,,41.0,,,67.0,loioeccahtnakmmvryxsbfxqy,79
1711,US,GMT-05:00,412,2022-03-05,2023-04-21,48.0,,198.0,17.0,76.0,yzxupfbcrzigzwdwjsecpsqbj,69
1712,FR,GMT+02:00,1249,2019-11-19,2023-04-21,,,105.0,,19.0,kekwpydblctkrvgnitbubjfra,77
1713,US,GMT-06:00,96,2023-01-15,2023-02-11,116.0,,9.0,,,dhyjwpzjioxvssoplhyxvthnu,73
1714,US,America/New_York,139,2022-12-03,2023-02-05,,,,87.0,29.0,cqzwzccmyctxcvasefamjeqpk,58
1715,ES,GMT-04:00,1057,2020-05-29,2023-03-26,,,,16.0,112.0,yhbhwszfeqovmhbcihtviskcz,72
1716,US,GMT-05:00,1975,2017-11-23,2023-04-18,,,92.0,54.0,,dwnpogsofnaoqyamksmgqanvq,74
1717,FR,GMT+02:00,1494,2019-03-19,2023-04-01,,75.0,89.0,116.0,,vbryridhrvuemjzzevnjguzgs,75
1718,DE,GMT+02:00,1025,2020-06-30,2023-04-21,148.0,,47.0,,,zwtstueblioxohytghnuhwkac,94
1719,US,America/Guayaquil,50,2023-03-02,2023-04-03,67.0,752.0,91.0,30.0,255.0,twgqcrggqmyqtkvzsktwxoznz,77
1720,ES,GMT+01:00,1890,2018-02-16,2023-03-12,,41.0,,,,rcauwnzaqxykfptmhpiyjueyd,80
1721,US,GMT-02:00,340,2022-05-16,2023-02-12,,327.0,22.0,,,hsalsdqqedhjvuvcmydkodhbs,88
1722,US,GMT-06:00,2268,2017-02-03,2023-04-21,,363.0,524.0,,6.0,zybwhpwzzeqiyycnjddjcmyhd,74
1723,US,GMT-04:00,33,2023-03-19,2023-04-20,21.0,60.0,47.0,19.0,1.0,gxlehopzxgriumwvdlrnrsgbe,79
1724,GB,GMT+01:00,836,2021-01-05,2023-04-21,76.0,,,135.0,,gogflmxuaqvcapagrqjwqwinj,83
1725,IT,GMT+01:00,580,2021-09-18,2023-03-21,24.0,,,,77.0,iftsykxptevzfbwluobjefqwp,74
1726,DE,GMT+02:00,1176,2020-01-31,2023-04-21,98.0,167.0,,,,biceblzpwgncgyyxndxwdizjl,60
1727,US,GMT-06:00,36,2023-03-16,2023-03-20,1.0,10.0,0.0,0.0,0.0,desqulmcuvrqbukfjxtftowlj,85
1728,US,America/New_York,2289,2017-01-13,2023-04-19,70.0,,,,94.0,mdfkrzkeqygkdcgcmirwaqupi,70
1729,ES,America/Argentina/Cordoba,257,2022-08-07,2023-04-21,,,240.0,170.0,33.0,cskabsaeihhgpsitnzofudaei,82
1730,ES,America/Argentina/Buenos_Aires,139,2022-12-03,2023-04-20,,,,30.0,,euinkzokqcpgdrrvimfhjhrrd,76
1731,US,GMT-04:00,103,2023-01-08,2023-04-21,31.0,61.0,12.0,0.0,21.0,pvsavflexgkiwncvbunokvkcm,106
1732,US,GMT-04:00,452,2022-01-24,2023-04-12,50.0,,293.0,45.0,,dndzrrlimtttmtecfjkmdbabz,77
1733,US,GMT-04:00,87,2023-01-24,2023-04-08,349.0,,162.0,,36.0,qwkioofupyuhkteapfzlywrer,62
1734,ES,GMT+01:00,1027,2020-06-28,2023-03-08,,,,,33.0,xdzezjpvdvsvzinexywwbwovv,68
1735,US,GMT+05:30,21,2023-03-31,2023-04-21,11.0,74.0,10.0,8.0,28.0,opnpblcjkjaskbbkwfrgqawai,82
1736,IT,GMT+02:00,303,2022-06-22,2023-04-21,,160.0,162.0,,9.0,zjbgovyfblzydxrnkfktytfzt,65
1737,US,GMT-03:00,306,2022-06-19,2023-02-18,,,18.0,,,xdyxqrniawcyuyirwdscvuyzw,68
1738,US,America/Argentina/Buenos_Aires,785,2021-02-25,2023-03-15,179.0,1043.0,84.0,50.0,24.0,zjuwsfdsrdshdnzrdgmiyprzd,81
1739,US,GMT-06:00,88,2023-01-23,2023-01-23,,181.0,,97.0,,wvqavbwaorpusmmdpxwhnlynq,62
1740,US,GMT+02:00,731,2021-04-20,2023-04-17,,49.0,,18.0,131.0,cuffcxvpadpiuzxaeekralddo,66
1741,US,Asia/Manila,1552,2019-01-20,2023-04-07,58.0,549.0,,145.0,,kmwpvnngrcqjacjxdegmejpzl,76
1742,US,America/Denver,1066,2020-05-20,2023-03-16,,1037.0,,,,aswvthxrszqyfkalutnqvpkag,63
1743,US,GMT+05:30,144,2022-11-28,2023-02-14,,,,38.0,,ncvfbyfrsagtluarghqgvtrzd,79
1744,US,America/Chicago,2275,2017-01-27,2023-03-13,,1.0,,370.0,329.0,ftjhfisjapecxvhprbgcfuntd,63
1745,US,GMT+08:00,106,2023-01-05,2023-01-22,,,535.0,130.0,10.0,azreydxxuzaxtbwwnprdwmfiu,95
1746,US,GMT-04:00,39,2023-03-13,2023-03-13,,,41.0,,386.0,dkriijqeptmbcjbtwmokwgoox,69
1747,US,GMT-05:00,931,2020-10-02,2023-04-21,38.0,,,,,ppghbqzqodkxgmoxckmizztoo,78
1748,IT,GMT+02:00,34,2023-03-18,2023-03-18,142.0,2.0,,,67.0,lhuammbosfcbrsbarvqbtaygu,71
1749,IT,Europe/Rome,2290,2017-01-12,2023-04-02,,,106.0,51.0,,mndtipuhqtpzvrytlmbrsztpl,68
1750,US,GMT-04:00,2250,2017-02-21,2023-04-08,23.0,273.0,,,,kdkwsytpygcqurmgkchjfontc,84
1751,US,GMT-05:00,1667,2018-09-27,2023-04-16,,72.0,,,40.0,jjnhyjnparinpntvznscwlhxj,87
1752,US,America/Caracas,88,2023-01-23,2023-04-21,69.0,616.0,67.0,18.0,131.0,ljrrxbyfeehqdljeosrzmzzxc,71
1753,US,GMT-05:00,144,2022-11-28,2023-03-01,44.0,13.0,198.0,,255.0,ioluodeinnwtrsqnjbkviyine,67
1754,US,GMT-06:00,30,2023-03-22,2023-03-30,29.0,160.0,208.0,97.0,11.0,svodqtwvolfsbcnowacariuvn,74
1755,US,America/Mexico_City,2287,2017-01-15,2023-04-21,,648.0,,,70.0,ggxxpbzckpprqzjohjowetjcr,94
1756,US,GMT-07:00,87,2023-01-24,2023-01-24,31.0,145.0,491.0,55.0,,rfupoqmndhykazdsrygolzsuy,78
1757,US,GMT-04:00,707,2021-05-14,2023-03-18,305.0,,,,110.0,hbecokkdklwuwiwazbclzkfea,73
1758,US,GMT+09:00,78,2023-02-02,2023-02-02,,8.0,,25.0,2.0,ckfkrkumauvekvvyttefvvfqd,77
1759,US,GMT-05:00,15,2023-04-06,2023-04-06,281.0,,,29.0,,prpfdxvntryumotykezikenzd,70
1760,US,GMT+05:00,674,2021-06-16,2023-04-21,,110.0,204.0,,52.0,nsbuwmgjzspzngycozwmyaeeg,64
1761,US,GMT-08:00,72,2023-02-08,2023-02-08,,,,260.0,20.0,reytmyuklowtvlwugehvuryiy,54
1762,US,GMT-03:00,78,2023-02-02,2023-02-14,39.0,,1.0,45.0,210.0,gxrvegjxlzuvsnndxdqojrymx,69
1763,US,America/Mexico_City,2224,2017-03-19,2023-04-19,,60.0,76.0,106.0,291.0,xblvwjzfxzbqgkzsgohujuboe,73
1764,DE,GMT+01:00,67,2023-02-13,2023-02-13,,73.0,927.0,,,qsedomljkuadqgmvplrlnjrzt,87
1765,US,GMT-05:00,61,2023-02-19,2023-03-07,1.0,58.0,6.0,0.0,33.0,jxccawlbnqfwokgjoqhjdkczs,71
1766,GB,GMT+05:30,3,2023-04-18,2023-04-21,9.0,45.0,20.0,9.0,4.0,ephmumwmjqabvijrbjgwvsqyb,84
1767,DE,Europe/Berlin,2290,2017-01-12,2023-04-17,,103.0,16.0,,123.0,czyhxqkldtztojtfhkmeyfzkp,76
1768,IT,GMT+01:00,1830,2018-04-17,2023-03-11,,781.0,,,44.0,rmmviuefmwddzqynvnyywpxfi,83
1769,US,America/New_York,80,2023-01-31,2023-03-07,2.0,31.0,0.0,0.0,9.0,jfmhlsppepitdufvwkzyenjuy,73
1770,US,GMT+00:00,42,2023-03-10,2023-04-21,24.0,339.0,102.0,55.0,48.0,skstuwyigspmlqfmaucjtgiev,82
1771,GB,GMT+01:00,119,2022-12-23,2023-04-02,,,59.0,59.0,,meqsgotquzxujvlikfavggyxc,99
1772,US,GMT-06:00,2273,2017-01-29,2023-04-04,,253.0,,92.0,,qtewgbdiieysmxrwsparawuvy,70
1773,GB,Europe/London,927,2020-10-06,2023-04-20,305.0,,94.0,,,bwcsbrlwqrnermfoosjphbzun,75
1774,DE,Europe/Berlin,2288,2017-01-14,2023-04-21,,15.0,,,130.0,uafmiyrrmarpqzbusposjxuzl,80
1775,US,GMT-07:00,2,2023-04-19,2023-04-19,,755.0,,,,ikcyyarwldmxzsyvxnuyutxok,79
1776,US,GMT+07:00,331,2022-05-25,2023-04-11,,,,,251.0,iepopyrcymdfpjdwjkzmdiuui,71
1777,US,GMT+05:45,514,2021-11-23,2023-04-21,,,927.0,,78.0,qrfmmrsslkgdislbzooyygujw,62
1778,ES,GMT-05:00,5,2023-04-16,2023-04-16,51.0,45.0,535.0,,286.0,rgbtuohfshuthzkknwwjxtxmd,75
1779,US,America/New_York,2286,2017-01-16,2023-04-20,,26.0,,,66.0,dwusyzzztryvqlhtxjycvuado,80
1780,IT,GMT+02:00,315,2022-06-10,2023-04-16,,41.0,174.0,9.0,57.0,sbsurioxgraxcbiesmkrvmubd,100
